cluster id	Enrichment	Category	COG
GC_00000463	0.43728735436651395	E	"3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II"
GC_00000745	0.5825527580721922	V	"8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family"
GC_00000744	0.5825527580721922	J	Ribosomal protein L35
GC_00000468	0.7198531899253355	C	Polyferredoxin
GC_00000740	0.3889905975568648	O	Chaperonin GroEL (HSP60 family)
GC_00000743	0.3889905975568648	M	"UDP-2,3-diacylglucosamine pyrophosphatase LpxH"
GC_00000742	0.8889718685176127	H	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)
GC_00000703	0.22148488172629252	J	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC
GC_00000366	0.5105518635863108	K	"DNA-directed RNA polymerase, subunit K/omega"
GC_00000349	0.43728735436651395	U	Signal recognition particle GTPase
GC_00000348	0.5105518635863108	J	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE
GC_00000112	0.5105518635863108	J	Queuine/archaeosine tRNA-ribosyltransferase
GC_00001161	0.061830138635277004	C	Quinol monooxygenase YgiN
GC_00000341	0.46817511776768067	F	"NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain|NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain"
GC_00000460	0.43728735436651395	F	Thymidylate kinase
GC_00000343	0.43728735436651395	E	Argininosuccinate synthase
GC_00000113	0.5804861678415716	E	Prephenate dehydratase|Chorismate mutase
GC_00000345	0.43728735436651395	J	Ribosomal protein L11 methylase PrmA
GC_00000344	0.5447419678888821	L	"DNA polymerase III, gamma/tau subunits"
GC_00000347	0.616378376903795	L	"Ribosomal protein S2| Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain"
GC_00000347	0.616378376903795	J	"Ribosomal protein S2| Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain"
GC_00000346	0.43728735436651395	E	Ornithine carbamoyltransferase
GC_00000122	0.43728735436651395	R	ATPase components of ABC transporters with duplicated ATPase domains
GC_00001437	0.00984905500675873		
GC_00000518	0.3628956988510275	K	"Membrane-associated protease RseP, regulator of RpoE activity"
GC_00000518	0.3628956988510275	O	"Membrane-associated protease RseP, regulator of RpoE activity"
GC_00000519	0.11092553617562496		
GC_00001023	0.17474955297807723	L	Bacterial nucleoid DNA-binding protein
GC_00000511	0.46817511776768067	D	"Bacterial cell division protein FtsW, lipid II flippase"
GC_00001182	0.0003209064583859441	R	1-acyl-sn-glycerol-3-phosphate acyltransferase|Putative hemolysin
GC_00001182	0.0003209064583859441	I	1-acyl-sn-glycerol-3-phosphate acyltransferase|Putative hemolysin
GC_00000513	0.43728735436651395	U	Lipoprotein signal peptidase
GC_00000513	0.43728735436651395	M	Lipoprotein signal peptidase
GC_00000514	0.43728735436651395	L	Holliday junction resolvasome RuvABC endonuclease subunit
GC_00000515	0.616378376903795	I	1-acyl-sn-glycerol-3-phosphate acyltransferase
GC_00000516	0.29000994729334484	R	Organic radical activating enzyme
GC_00000517	0.3628956988510275	P	Sulfite exporter TauE/SafE
GC_00000469	0.29000994729334484	P	Ammonia channel protein AmtB
GC_00000702	0.5825527580721922	H	6-pyruvoyl-tetrahydropterin synthase
GC_00000751	0.16009138406893367	E	Chorismate mutase
GC_00000650	0.5447419678888821	C	"FoF1-type ATP synthase, epsilon subunit"
GC_00000248	0.616378376903795	L	"DNA gyrase/topoisomerase IV, subunit B|DNA gyrase/topoisomerase IV, subunit B"
GC_00000249	0.43728735436651395	L	dsDNA-specific endonuclease/ATPase MutS2
GC_00000760	0.5028506919776455	J	Ribosomal protein S3
GC_00000188	0.43728735436651395		
GC_00001098	0.033775625755078205	S	Uncharacterized protein YwbE
GC_00000706	0.3889905975568648	H	Dihydropteroate synthase
GC_00000635	0.3628956988510275	F	Uridylate kinase
GC_00000634	0.3628956988510275	J	tRNA G37 N-methylase TrmD
GC_00000637	0.29000994729334484	R	Fe-S-cluster containining protein
GC_00000636	0.3628956988510275	O	Thiol-disulfide isomerase or thioredoxin
GC_00000631	0.3628956988510275	I	Phosphatidylglycerophosphatase A
GC_00000630	0.29000994729334484	F	Phosphoribosylamine-glycine ligase
GC_00000633	0.3628956988510275	H	Ubiquinone/menaquinone biosynthesis C-methylase UbiE
GC_00000632	0.29000994729334484	S	"Uncharacterized conserved protein YdcH, DUF465 family"
GC_00000639	0.46817511776768067	J	16S rRNA C1402 N4-methylase RsmH
GC_00000638	0.5447419678888821	H	Thiamine monophosphate kinase
GC_00000279	0.43728735436651395	J	7-cyano-7-deazaguanine synthase (queuosine biosynthesis)
GC_00000278	0.5105518635863108	P	"ABC-type molybdate transport system, permease component"
GC_00001166	0.014353270684171325	L	Superfamily II DNA and RNA helicase
GC_00000783	0.9769237075021401	C	"Cytochrome c, mono- and diheme variants|DNA-binding beta-propeller fold protein YncE"
GC_00000783	0.9769237075021401	R	"Cytochrome c, mono- and diheme variants|DNA-binding beta-propeller fold protein YncE"
GC_00000443	0.7198531899253355	J	tRNA A37 methylthiotransferase MiaB
GC_00000180	0.616378376903795	E	Aspartate-semialdehyde dehydrogenase
GC_00000824	0.1081430398973223		
GC_00000825	0.16009138406893367	P	"ABC-type Mn2+/Zn2+ transport system, permease component"
GC_00000826	0.2351278812057057	O	Peroxiredoxin
GC_00000827	0.1081430398973223	P	Copper oxidase (laccase) domain
GC_00000820	0.1081430398973223		
GC_00000821	0.16009138406893367	H	Uroporphyrinogen-III synthase
GC_00000127	0.5105518635863108	C	"Phosphoenolpyruvate carboxykinase, ATP-dependent"
GC_00000126	0.5804861678415716	J	tRNA G18 (ribose-2'-O)-methylase SpoU
GC_00000129	0.5804861678415716	H	Anthranilate/para-aminobenzoate synthases component I
GC_00000129	0.5804861678415716	E	Anthranilate/para-aminobenzoate synthases component I
GC_00000128	0.43728735436651395	I	Malonyl CoA-acyl carrier protein transacylase
GC_00000040	0.43728735436651395	I	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase
GC_00000041	0.5804861678415716	L	DNA topoisomerase IA|ssDNA-binding Zn-finger and Zn-ribbon domains of topoisomerase 1
GC_00000046	0.5105518635863108	Q	"TRAP-type mannitol/chloroaromatic compound transport system, large permease component|TRAP-type mannitol/chloroaromatic compound transport system, small permease component"
GC_00000047	0.5804861678415716	J	Arginyl-tRNA synthetase
GC_00000044	0.6815023850991703	J	Prolyl-tRNA synthetase
GC_00000045	0.5804861678415716	O	ATP-dependent Clp protease ATP-binding subunit ClpA
GC_00000709	0.16009138406893367	J	Glutamyl- or glutaminyl-tRNA synthetase
GC_00000708	0.8889718685176127	O	"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain"
GC_00000259	0.5105518635863108	J	tRNA A37 methylthiotransferase MiaB
GC_00000258	0.5804861678415716	K	Transcription termination factor Rho
GC_00000316	0.5105518635863108	E	Isopropylmalate/homocitrate/citramalate synthases
GC_00000317	0.43728735436651395	J	tRNA-binding EMAP/Myf domain|Methionyl-tRNA synthetase
GC_00000314	0.6815023850991703	R	"Predicted  nucleic acid-binding protein, contains Zn-ribbon domain"
GC_00000315	0.5105518635863108	J	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE
GC_00000253	0.5804861678415716	I	Undecaprenyl pyrophosphate synthase
GC_00000252	0.5105518635863108	E	Chorismate synthase
GC_00000251	0.7198531899253355	H	"Delta-aminolevulinic acid dehydratase, porphobilinogen synthase"
GC_00000250	0.5105518635863108	J	Ribosomal protein L1
GC_00000257	0.5105518635863108	R	"HD superfamily phosphodieaserase, includes HD domain of RNase Y"
GC_00000257	0.5105518635863108	J	"HD superfamily phosphodieaserase, includes HD domain of RNase Y"
GC_00000256	0.5105518635863108	O	"Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains"
GC_00000255	0.43728735436651395	N	Tat protein secretion system quality control protein TatD (DNase activity)
GC_00000270	0.5804861678415716	P	ATP sulfurylase (sulfate adenylyltransferase)
GC_00000340	0.3628956988510275	U	Type II secretory pathway component GspD/PulD (secretin)
GC_00000160	0.5105518635863108	C	NADH:ubiquinone oxidoreductase subunit 4 (chain M)
GC_00000342	0.43728735436651395	T	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
GC_00000342	0.43728735436651395	K	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
GC_00000385	0.3628956988510275	H	Folylpolyglutamate synthase/Dihydropteroate synthase
GC_00000384	0.43728735436651395	J	tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC
GC_00000387	0.5105518635863108	D	"Cell division protein YceG, involved in septum cleavage"
GC_00000386	0.5105518635863108	M	Membrane carboxypeptidase (penicillin-binding protein)
GC_00000381	0.5105518635863108	C	"FoF1-type ATP synthase, membrane subunit a"
GC_00000380	0.29000994729334484	L	"Excinuclease UvrABC, nuclease subunit"
GC_00000228	0.5105518635863108	U	Preprotein translocase subunit SecG
GC_00000229	0.6815023850991703	M	"ABC-type lipoprotein export system, ATPase component"
GC_00000226	0.43728735436651395	F	Formyltetrahydrofolate hydrolase
GC_00000227	0.43728735436651395	L	"DNA polymerase III, epsilon subunit or related 3'-5' exonuclease"
GC_00000225	0.43728735436651395	C	"Heterodisulfide reductase, subunit B"
GC_00000222	0.5804861678415716	R	"Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily"
GC_00000223	0.616378376903795	E	Aspartate/methionine/tyrosine aminotransferase
GC_00000220	0.5105518635863108	V	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
GC_00000220	0.5105518635863108	M	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
GC_00000221	0.5105518635863108	L	Chromosomal replication initiation ATPase DnaA
GC_00000613	0.3628956988510275	R	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000613	0.3628956988510275	Q	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000613	0.3628956988510275	I	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000612	0.3628956988510275	E	"5,10-methylenetetrahydrofolate reductase"
GC_00000758	0.3889905975568648	J	Ribosomal protein L5
GC_00000611	0.46817511776768067	E	Agmatine/peptidylarginine deiminase
GC_00000554	0.3628956988510275	E	Indole-3-glycerol phosphate synthase
GC_00000555	0.3628956988510275	E	3-dehydroquinate synthetase
GC_00000556	0.3628956988510275	L	Superfamily I DNA or RNA helicase
GC_00000557	0.22148488172629252		
GC_00000419	0.775570396936934	J	Ribosomal protein L17
GC_00000551	0.29000994729334484	O	"ATP-dependent protease HslVU (ClpYQ), ATPase subunit"
GC_00000552	0.22148488172629252	L	Excinuclease UvrABC helicase subunit UvrB
GC_00000553	0.3628956988510275	S	"Uncharacterized conserved protein YajQ, UPF0234 family"
GC_00000415	0.43728735436651395	J	tRNA(Ile)-lysidine synthase TilS/MesJ
GC_00000617	0.46817511776768067		
GC_00000416	0.5105518635863108	F	Dihydroorotase
GC_00000558	0.5447419678888821	O	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
GC_00000559	0.5447419678888821	F	Nucleoside diphosphate kinase
GC_00000413	0.43728735436651395	I	3-oxoacyl-[acyl-carrier-protein] synthase III
GC_00000616	0.22148488172629252		
GC_00000615	0.46817511776768067	C	"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit"
GC_00000614	0.3628956988510275	C	Ferredoxin
GC_00001092	0.033775625755078205	S	Predicted secreted protein
GC_00001091	0.11092553617562496		
GC_00001153	0.014353270684171325	S	"Uncharacterized conserved protein YiiM, contains MOSC domain"
GC_00001151	0.028596331069503027	S	"Uncharacterized conserved protein YaiE, UPF0345 family"
GC_00001150	0.004492690417403219	P	Phosphate uptake regulator
GC_00001276	0.028596331069503027	S	"Uncharacterized conserved protein, DUF2132 family"
GC_00001272	0.004492690417403219	G	"Predicted arabinose efflux permease, MFS family"
GC_00000231	0.6815023850991703	C	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase
GC_00000942	0.017994962259966354	R	Predicted esterase of the alpha/beta hydrolase fold
GC_00000780	0.3889905975568648	D	"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain|Chromosome segregation ATPase"
GC_00000780	0.3889905975568648	M	"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain|Chromosome segregation ATPase"
GC_00000916	0.06711716808999836		
GC_00001072	0.061830138635277004		
GC_00001074	0.17474955297807723		
GC_00000233	0.5447419678888821	J	Valyl-tRNA synthetase
GC_00000940	0.06711716808999836	P	Divalent metal cation (Fe/Co/Zn/Cd) transporter
GC_00000678	0.8130410332312842	P	Rubrerythrin
GC_00000788	0.5028506919776455	J	Ribosomal protein S17
GC_00000130	0.5804861678415716	H	Dethiobiotin synthetase
GC_00001380	0.00984905500675873	J	RNase P protein component
GC_00000236	0.5105518635863108	H	Porphobilinogen deaminase
GC_00000073	0.6815023850991703	H	"2-iminoacetate synthase ThiH (tyrosine cleavage enzyme, thamine biosynthesis)"
GC_00000072	0.5804861678415716	J	Tyrosyl-tRNA synthetase
GC_00000071	0.5804861678415716	G	"Predicted arabinose efflux permease, MFS family"
GC_00000070	0.3628956988510275	E	Glutamate 5-kinase
GC_00000077	0.5105518635863108	O	DnaJ-class molecular chaperone with C-terminal Zn finger domain
GC_00000076	0.5804861678415716	H	Phosphoglycerate dehydrogenase or related dehydrogenase
GC_00000076	0.5804861678415716	R	Phosphoglycerate dehydrogenase or related dehydrogenase
GC_00000075	0.5105518635863108	C	NADH:ubiquinone oxidoreductase subunit 2 (chain N)
GC_00000074	0.5804861678415716	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit
GC_00000079	0.5804861678415716	J	Phenylalanyl-tRNA synthetase alpha subunit
GC_00000078	0.5804861678415716	M	"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain"
GC_00000212	0.6815023850991703	J	tRNA G46 methylase TrmB
GC_00000140	0.5804861678415716	J	"16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases"
GC_00000989	0.11009665284052815	E	"ABC-type dipeptide/oligopeptide/nickel transport system, permease component"
GC_00000989	0.11009665284052815	P	"ABC-type dipeptide/oligopeptide/nickel transport system, permease component"
GC_00000988	0.06533695274530184		
GC_00000512	0.616378376903795	J	Ribosomal protein L15
GC_00000981	0.06533695274530184	E	"ABC-type oligopeptide transport system, periplasmic component"
GC_00000980	0.2501779364718848	S	"Uncharacterized conserved protein, contains ferritin-like DUF455 domain"
GC_00000972	0.03736214018578543	S	"Uncharacterized conserved protein, LabA/DUF88 family"
GC_00000367	0.616378376903795	S	Uncharacterized membrane protein YqhA
GC_00000006	0.7198531899253355	C	Malate/lactate dehydrogenase
GC_00000007	0.5105518635863108	O	"Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain|NifU homolog involved in Fe-S cluster formation"
GC_00000004	0.616378376903795	H	Nicotinic acid mononucleotide adenylyltransferase
GC_00000005	0.616378376903795	V	Multidrug efflux pump subunit AcrB
GC_00000002	0.3628956988510275	E	Nitrogen regulatory protein PII
GC_00000002	0.3628956988510275	T	Nitrogen regulatory protein PII
GC_00000003	0.5804861678415716	R	MoxR-like ATPase
GC_00000001	0.616378376903795	C	Cytochrome c553|Nitrate reductase cytochrome c-type subunit
GC_00000001	0.616378376903795	P	Cytochrome c553|Nitrate reductase cytochrome c-type subunit
GC_00000329	0.5105518635863108	C	"Phosphoglycolate phosphatase, HAD superfamily"
GC_00000008	0.5804861678415716	V	Multidrug efflux pump subunit AcrB
GC_00000009	0.5105518635863108	F	Adenylate kinase or related kinase
GC_00000217	0.5105518635863108	H	5-formyltetrahydrofolate cyclo-ligase
GC_00000216	0.5105518635863108	O	Thioredoxin reductase
GC_00000215	0.5804861678415716	J	Ribosomal protein L31
GC_00000214	0.5105518635863108	M	UDP-3-O-acyl-N-acetylglucosamine deacetylase
GC_00000213	0.5105518635863108	E	Shikimate 5-dehydrogenase
GC_00000659	0.46817511776768067	U	Preprotein translocase subunit SecY
GC_00000211	0.5105518635863108	O	"ATP-dependent protease Clp, ATPase subunit"
GC_00000210	0.6815023850991703	F	Phosphoribosylaminoimidazole-succinocarboxamide synthase
GC_00000658	0.29000994729334484	N	Flagellar motor protein MotB|Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins
GC_00000658	0.29000994729334484	M	Flagellar motor protein MotB|Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins
GC_00000245	0.43728735436651395	O	ATP-dependent Clp protease ATP-binding subunit ClpA
GC_00000219	0.43728735436651395	J	Cysteinyl-tRNA synthetase
GC_00000218	0.5105518635863108	C	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)
GC_00000187	0.43728735436651395	R	"Hemolysin or related protein, contains CBS domains"
GC_00000657	0.9181760359354315	J	Ribosomal protein S11
GC_00000185	0.5105518635863108	C	"Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, gamma subunit"
GC_00000184	0.5105518635863108	F	Adenylosuccinate lyase
GC_00000183	0.5105518635863108	J	tRNA A37 threonylcarbamoyladenosine modification protein TsaB
GC_00000182	0.6815023850991703	E	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase
GC_00000181	0.5105518635863108	F	Dihydroorotate dehydrogenase
GC_00000656	0.9181760359354315	J	Ribosomal protein S13
GC_00000189	0.616378376903795	C	FAD/FMN-containing dehydrogenase
GC_00000391	0.616378376903795	Q	SAM-dependent methyltransferase
GC_00000391	0.616378376903795	R	SAM-dependent methyltransferase
GC_00000428	0.616378376903795	K	dsRNA-specific ribonuclease
GC_00000654	0.46817511776768067		
GC_00000429	0.43728735436651395		
GC_00000653	0.29000994729334484	Q	3-oxoacyl-(acyl-carrier-protein) synthase
GC_00000653	0.29000994729334484	I	3-oxoacyl-(acyl-carrier-protein) synthase
GC_00000671	0.3889905975568648	L	NAD-dependent DNA ligase
GC_00000297	0.43728735436651395	E	Histidinol phosphatase or related hydrolase of the PHP family
GC_00000297	0.43728735436651395	R	Histidinol phosphatase or related hydrolase of the PHP family
GC_00000673	0.5028506919776455	H	Anthranilate/para-aminobenzoate synthase component II
GC_00000673	0.5028506919776455	E	Anthranilate/para-aminobenzoate synthase component II
GC_00000672	0.29000994729334484		
GC_00000859	0.1081430398973223	R	Predicted phosphoribosyltransferase
GC_00000858	0.06711716808999836		
GC_00000677	0.29000994729334484	R	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000677	0.29000994729334484	Q	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000677	0.29000994729334484	I	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000676	0.46817511776768067	C	Ferredoxin
GC_00000172	0.5105518635863108	L	"DNA polymerase III sliding clamp (beta) subunit, PCNA homolog"
GC_00000173	0.6815023850991703	O	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
GC_00000170	0.5105518635863108	F	"nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs"
GC_00000171	0.5804861678415716	J	Protein chain release factor B
GC_00000176	0.5804861678415716	U	Preprotein translocase subunit YajC
GC_00000177	0.5105518635863108	J	"ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme"
GC_00000174	0.5105518635863108	I	"Lysophospholipase, alpha-beta hydrolase superfamily"
GC_00000175	0.5804861678415716	J	tRNA1(Val) A37 N6-methylase TrmN6
GC_00000590	0.3628956988510275	E	Tetrahydrodipicolinate N-succinyltransferase
GC_00000591	0.5447419678888821	M	Tetraacyldisaccharide-1-P 4'-kinase
GC_00000592	0.5447419678888821	E	Histidinol dehydrogenase
GC_00000593	0.3628956988510275	K	"Transcription elongation factor, GreA/GreB family"
GC_00000595	0.8560508070647991	C	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit"
GC_00000596	0.29000994729334484	H	Dephospho-CoA kinase
GC_00000597	0.46817511776768067	S	"Uncharacterized metal-binding protein YceD, DUF177 family"
GC_00000451	0.616378376903795	P	Fe2+ or Zn2+ uptake regulation protein
GC_00000450	0.43728735436651395	E	ATP phosphoribosyltransferase regulatory subunit HisZ
GC_00000453	0.43728735436651395	R	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase
GC_00000452	0.5447419678888821	G	Fructose/tagatose bisphosphate aldolase
GC_00000327	0.6815023850991703	F	Guanylate kinase
GC_00000326	0.3628956988510275	H	FAD synthase
GC_00000457	0.616378376903795	H	Molybdopterin synthase catalytic subunit
GC_00000324	0.43728735436651395	L	"DNA polymerase III, epsilon subunit or related 3'-5' exonuclease"
GC_00000752	0.22148488172629252	R	Putative intracellular protease/amidase
GC_00000753	0.16009138406893367		
GC_00000750	0.3889905975568648	J	Ribosomal protein L28
GC_00000698	0.46817511776768067	R	Predicted periplasmic solute-binding protein
GC_00000756	0.16009138406893367	L	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE
GC_00000291	0.8560508070647991	J	Ribosomal protein S4 or related protein
GC_00000754	0.22148488172629252	S	Uncharacterized membrane protein
GC_00000755	0.3889905975568648	E	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase
GC_00000693	0.3889905975568648	E	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase
GC_00000692	0.6553385291750634	I	Phosphatidylglycerophosphate synthase
GC_00000691	0.29000994729334484	I	Acetyl-CoA carboxylase alpha subunit
GC_00000690	0.29000994729334484	M	"Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily"
GC_00000697	0.3889905975568648	E	3-dehydroquinate dehydratase
GC_00000696	0.22148488172629252	L	Ribonuclease HII
GC_00000695	0.46817511776768067	C	"FoF1-type ATP synthase, delta subunit"
GC_00000694	0.22148488172629252	U	Preprotein translocase subunit SecE
GC_00000666	0.22148488172629252	S	Uncharacterized conserved protein YqeY
GC_00000667	0.46817511776768067	J	Ribosomal protein L19
GC_00000579	0.5447419678888821	E	Imidazoleglycerol phosphate dehydratase HisB
GC_00000665	0.6553385291750634	M	"L,D-peptidoglycan transpeptidase YkuD, ErfK/YbiS/YcfS/YnhG family"
GC_00000312	0.43728735436651395	C	Glycerol-3-phosphate dehydrogenase
GC_00000426	0.3628956988510275		
GC_00000358	0.3628956988510275	T	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
GC_00000358	0.3628956988510275	K	"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain"
GC_00000359	0.43728735436651395	I	Enoyl-[acyl-carrier-protein] reductase (NADH)
GC_00000356	0.5105518635863108	M	Lipid A disaccharide synthetase
GC_00000662	0.5825527580721922	C	Fe-S-cluster-containing dehydrogenase component
GC_00000354	0.5105518635863108	E	Argininosuccinate lyase
GC_00000355	0.8560508070647991	C	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit"
GC_00000352	0.5105518635863108	V	"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family"
GC_00000353	0.6815023850991703	F	"Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain"
GC_00000350	0.5447419678888821	D	Cell division ATPase FtsA
GC_00000351	0.5105518635863108	J	"tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA"
GC_00000109	0.5804861678415716	K	"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)"
GC_00000125	0.5804861678415716	E	Diaminopimelate decarboxylase
GC_00000845	0.2351278812057057	H	"Glutathione synthase/RimK-type ligase, ATP-grasp superfamily"
GC_00000845	0.2351278812057057	J	"Glutathione synthase/RimK-type ligase, ATP-grasp superfamily"
GC_00000573	0.3628956988510275	T	IMP dehydrogenase/GMP reductase|CBS domain
GC_00000573	0.3628956988510275	F	IMP dehydrogenase/GMP reductase|CBS domain
GC_00001035	0.06533695274530184	L	Superfamily II DNA and RNA helicase
GC_00000313	0.3628956988510275	P	Mg/Co/Ni transporter MgtE (contains CBS domain)
GC_00000529	0.7198531899253355	O	DnaJ-class molecular chaperone with C-terminal Zn finger domain
GC_00001031	0.061830138635277004	P	Cu/Ag efflux pump CusA
GC_00001033	0.11092553617562496	G	"Predicted arabinose efflux permease, MFS family"
GC_00000525	0.3628956988510275	E	ATP phosphoribosyltransferase
GC_00000524	0.3628956988510275	U	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D
GC_00000524	0.3628956988510275	J	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D
GC_00000527	0.616378376903795	J	Ribosomal protein S18
GC_00000526	0.29000994729334484	L	Excinuclease UvrABC ATPase subunit
GC_00000521	0.3628956988510275	M	"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains"
GC_00000520	0.8560508070647991	C	"Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit"
GC_00000523	0.775570396936934	M	"Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase"
GC_00000522	0.3628956988510275	J	tRNA(Glu) U13 pseudouridine synthase TruD
GC_00000477	0.3628956988510275	H	Molybdopterin biosynthesis enzyme MoaB
GC_00000104	0.5804861678415716	J	16S rRNA C1402 (ribose-2'-O) methylase RsmI
GC_00000323	0.5105518635863108	O	ATP-dependent Clp protease adapter protein ClpS
GC_00000668	0.5825527580721922		
GC_00000179	0.5804861678415716	O	Molecular chaperone GrpE (heat shock protein)
GC_00000669	0.29000994729334484	H	Pantothenate kinase type III
GC_00000782	0.5825527580721922	M	CMP-2-keto-3-deoxyoctulosonic acid synthetase
GC_00000031	0.5804861678415716	H	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme
GC_00000031	0.5804861678415716	E	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme
GC_00000322	0.5105518635863108	J	Ribosomal protein L27
GC_00000855	0.2351278812057057	V	Uncharacterized protein involved in response to NO
GC_00000311	0.46817511776768067	H	Thiamine biosynthesis protein ThiC
GC_00001328	0.00984905500675873		
GC_00001242	0.004492690417403219		
GC_00000030	0.5804861678415716	J	Ribosomal protein L21
GC_00000321	0.3628956988510275	R	Predicted GTPases
GC_00000854	0.11009665284052815	M	"NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis proteins"
GC_00000854	0.11009665284052815	J	"NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis proteins"
GC_00000330	0.43728735436651395	I	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE
GC_00001129	0.11092553617562496	P	"Cytoplasmic iron level regulating protein YaaA, DUF328/UPF0246 family"
GC_00000776	0.22148488172629252	O	Thiol-disulfide isomerase or thioredoxin
GC_00000331	0.5105518635863108	R	Predicted GTPases
GC_00000332	0.616378376903795	E	N-acetyl-gamma-glutamylphosphate reductase
GC_00000143	0.5105518635863108	N	Cellulose biosynthesis protein BcsQ
GC_00000142	0.5804861678415716	F	CTP synthase (UTP-ammonia lyase)
GC_00000141	0.616378376903795	D	DNA segregation ATPase FtsK/SpoIIIE and related proteins
GC_00000333	0.43728735436651395	H	7-keto-8-aminopelargonate synthetase or related enzyme
GC_00000147	0.5105518635863108	R	"Predicted ATPase, Adenine nucleotide alpha hydrolases (AANH) superfamily"
GC_00000146	0.5804861678415716	E	Aspartate/methionine/tyrosine aminotransferase
